0,1,2,3,4,5,6,7
10627201,完整教材錄影,重點整理,完整教材錄影,NA,NA,NA,NA
10627201,完整教材錄影,NA,NA,NA,NA,NA,NA
10627201,相關規定,NA,NA,NA,NA,NA,NA
10627201,重點整理,NA,NA,NA,NA,NA,NA
10627201,相關規定,完整教材錄影,教材下載,完整教材錄影,NA,NA,NA
10627201,完整教材錄影,NA,NA,NA,NA,NA,NA
10627201,完整教材錄影,課程相關疑難釋疑含相關規定,重點整理,NA,NA,NA,NA
10627205,討論,NA,NA,NA,NA,NA,NA
10627206,完整教材錄影,教材下載,完整教材錄影,完整投影片,NA,NA,NA
10627206,完整投影片,重點整理,完整教材錄影,完整投影片,完整教材錄影,NA,NA
10627206,完整教材錄影,討論,重點整理,NA,NA,NA,NA
10627207,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627207,完整投影片,討論,完整投影片,NA,NA,NA,NA
10627207,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627207,完整投影片,NA,NA,NA,NA,NA,NA
10627210,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627210,完整投影片,NA,NA,NA,NA,NA,NA
10627211,教材下載,NA,NA,NA,NA,NA,NA
10627211,完整教材錄影,相關規定,教材下載,NA,NA,NA,NA
10627211,教材下載,NA,NA,NA,NA,NA,NA
10627211,教材下載,完整教材錄影,NA,NA,NA,NA,NA
10627211,完整教材錄影,NA,NA,NA,NA,NA,NA
10627211,完整教材錄影,NA,NA,NA,NA,NA,NA
10627211,完整教材錄影,NA,NA,NA,NA,NA,NA
10627211,完整教材錄影,NA,NA,NA,NA,NA,NA
10627212,考古題,NA,NA,NA,NA,NA,NA
10627212,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627212,完整投影片,NA,NA,NA,NA,NA,NA
10627214,完整教材錄影,NA,NA,NA,NA,NA,NA
10627214,完整教材錄影,NA,NA,NA,NA,NA,NA
10627214,完整教材錄影,NA,NA,NA,NA,NA,NA
10627214,完整教材錄影,NA,NA,NA,NA,NA,NA
10627215,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627215,完整投影片,NA,NA,NA,NA,NA,NA
10627217,考古題,完整教材錄影,完整投影片,測驗,重點整理,NA,NA
10627217,重點整理,完整教材錄影,NA,NA,NA,NA,NA
10627217,完整教材錄影,NA,NA,NA,NA,NA,NA
10627218,完整教材錄影,教材下載,NA,NA,NA,NA,NA
10627218,教材下載,NA,NA,NA,NA,NA,NA
10627218,教材下載,完整教材錄影,NA,NA,NA,NA,NA
10627218,完整教材錄影,NA,NA,NA,NA,NA,NA
10627218,完整教材錄影,教材下載,NA,NA,NA,NA,NA
10627218,教材下載,NA,NA,NA,NA,NA,NA
10627218,完整教材錄影,教材下載,完整教材錄影,NA,NA,NA,NA
10627219,考古題,完整投影片,相關規定,NA,NA,NA,NA
10627220,完整投影片,NA,NA,NA,NA,NA,NA
10627220,重點整理,完整教材錄影,教材下載,重點整理,NA,NA,NA
10627220,完整投影片,教材下載,完整教材錄影,完整投影片,完整教材錄影,NA,NA
10627220,完整教材錄影,測驗,重點整理,完整教材錄影,完整投影片,NA,NA
10627221,考古題,完整投影片,NA,NA,NA,NA,NA
10627221,完整投影片,測驗,完整投影片,NA,NA,NA,NA
10627222,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627223,考古題,完整教材錄影,NA,NA,NA,NA,NA
10627223,完整教材錄影,重點整理,NA,NA,NA,NA,NA
10627223,重點整理,教材下載,NA,NA,NA,NA,NA
10627223,教材下載,完整投影片,教材下載,完整教材錄影,NA,NA,NA
10627223,重點整理,NA,NA,NA,NA,NA,NA
10627223,重點整理,教材下載,重點整理,完整教材錄影,討論,完整教材錄影,NA
10627224,完整教材錄影,完整投影片,完整教材錄影,NA,NA,NA,NA
10627224,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627225,完整教材錄影,完整投影片,完整教材錄影,NA,NA,NA,NA
10627225,完整教材錄影,完整投影片,完整教材錄影,完整投影片,完整教材錄影,完整投影片,NA
10627225,完整投影片,完整教材錄影,完整投影片,NA,NA,NA,NA
10627225,完整投影片,NA,NA,NA,NA,NA,NA
10627225,完整投影片,完整教材錄影,完整投影片,NA,NA,NA,NA
10627225,完整投影片,完整教材錄影,完整投影片,NA,NA,NA,NA
10627225,完整投影片,NA,NA,NA,NA,NA,NA
10627225,完整投影片,NA,NA,NA,NA,NA,NA
10627226,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627226,完整投影片,NA,NA,NA,NA,NA,NA
10627226,完整投影片,完整教材錄影,完整投影片,討論,測驗,完整教材錄影,NA
10627226,完整教材錄影,討論,NA,NA,NA,NA,NA
10627226,討論,NA,NA,NA,NA,NA,NA
10627226,討論,完整投影片,NA,NA,NA,NA,NA
10627226,完整投影片,完整教材錄影,完整投影片,NA,NA,NA,NA
10627226,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627226,完整教材錄影,教材下載,NA,NA,NA,NA,NA
10627226,教材下載,NA,NA,NA,NA,NA,NA
10627226,教材下載,完整投影片,NA,NA,NA,NA,NA
10627228,完整教材錄影,NA,NA,NA,NA,NA,NA
10627229,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627229,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627229,完整教材錄影,完整投影片,完整教材錄影,NA,NA,NA,NA
10627229,完整教材錄影,NA,NA,NA,NA,NA,NA
10627230,完整教材錄影,NA,NA,NA,NA,NA,NA
10627230,完整教材錄影,完整投影片,完整教材錄影,課程相關疑難釋疑含相關規定,完整投影片,NA,NA
10627230,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627230,完整教材錄影,完整投影片,教材下載,NA,NA,NA,NA
10627230,教材下載,完整教材錄影,課程相關疑難釋疑含相關規定,完整教材錄影,完整投影片,教材下載,NA
10627230,教材下載,NA,NA,NA,NA,NA,NA
10627230,討論,完整投影片,完整教材錄影,NA,NA,NA,NA
10627230,重點整理,教材下載,NA,NA,NA,NA,NA
10627230,教材下載,完整教材錄影,NA,NA,NA,NA,NA
10627232,完整投影片,重點整理,NA,NA,NA,NA,NA
10627232,重點整理,完整投影片,重點整理,完整投影片,完整教材錄影,完整投影片,NA
10627232,完整投影片,NA,NA,NA,NA,NA,NA
10627232,完整投影片,NA,NA,NA,NA,NA,NA
10627233,完整教材錄影,討論,測驗,教材下載,考古題,教材下載,NA
10627233,教材下載,NA,NA,NA,NA,NA,NA
10627233,教材下載,完整教材錄影,NA,NA,NA,NA,NA
10627233,完整教材錄影,討論,NA,NA,NA,NA,NA
10627233,完整教材錄影,NA,NA,NA,NA,NA,NA
10627233,完整教材錄影,NA,NA,NA,NA,NA,NA
10627233,完整教材錄影,討論,教材下載,NA,NA,NA,NA
10627233,教材下載,完整教材錄影,NA,NA,NA,NA,NA
10627233,完整教材錄影,NA,NA,NA,NA,NA,NA
10627233,完整教材錄影,NA,NA,NA,NA,NA,NA
10627234,考古題,NA,NA,NA,NA,NA,NA
10627234,完整教材錄影,討論,NA,NA,NA,NA,NA
10627234,討論,NA,NA,NA,NA,NA,NA
10627234,討論,完整投影片,完整教材錄影,完整投影片,完整教材錄影,NA,NA
10627234,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627234,完整投影片,NA,NA,NA,NA,NA,NA
10627235,完整投影片,NA,NA,NA,NA,NA,NA
10627236,完整教材錄影,NA,NA,NA,NA,NA,NA
10627236,完整教材錄影,NA,NA,NA,NA,NA,NA
10627236,完整教材錄影,NA,NA,NA,NA,NA,NA
10627236,完整投影片,討論,測驗,重點整理,完整教材錄影,完整投影片,完整教材錄影
10627237,完整教材錄影,完整投影片,討論,完整教材錄影,NA,NA,NA
10627237,完整教材錄影,NA,NA,NA,NA,NA,NA
10627237,完整教材錄影,討論,完整投影片,完整教材錄影,NA,NA,NA
10627237,完整教材錄影,NA,NA,NA,NA,NA,NA
10627237,完整教材錄影,NA,NA,NA,NA,NA,NA
10627237,完整教材錄影,NA,NA,NA,NA,NA,NA
10627237,完整教材錄影,討論,重點整理,討論,完整教材錄影,NA,NA
10627237,完整教材錄影,NA,NA,NA,NA,NA,NA
10627237,完整教材錄影,完整投影片,完整教材錄影,NA,NA,NA,NA
10627237,完整教材錄影,NA,NA,NA,NA,NA,NA
10627237,完整教材錄影,NA,NA,NA,NA,NA,NA
10627237,完整教材錄影,NA,NA,NA,NA,NA,NA
10627237,完整教材錄影,討論,完整教材錄影,NA,NA,NA,NA
10627238,完整教材錄影,討論,完整教材錄影,討論,NA,NA,NA
10627238,完整教材錄影,教材下載,NA,NA,NA,NA,NA
10627238,教材下載,完整教材錄影,教材下載,NA,NA,NA,NA
10627238,教材下載,完整教材錄影,討論,完整教材錄影,討論,測驗,教材下載
10627238,教材下載,NA,NA,NA,NA,NA,NA
10627238,教材下載,討論,完整教材錄影,NA,NA,NA,NA
10627238,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627239,完整教材錄影,NA,NA,NA,NA,NA,NA
10627239,完整教材錄影,NA,NA,NA,NA,NA,NA
10627239,完整教材錄影,NA,NA,NA,NA,NA,NA
10627239,完整教材錄影,NA,NA,NA,NA,NA,NA
10627239,完整教材錄影,NA,NA,NA,NA,NA,NA
10627239,完整教材錄影,NA,NA,NA,NA,NA,NA
10627239,完整教材錄影,NA,NA,NA,NA,NA,NA
10627239,完整教材錄影,重點整理,NA,NA,NA,NA,NA
10627239,重點整理,NA,NA,NA,NA,NA,NA
10627239,重點整理,完整教材錄影,NA,NA,NA,NA,NA
10627240,完整教材錄影,完整投影片,完整教材錄影,NA,NA,NA,NA
10627240,完整教材錄影,NA,NA,NA,NA,NA,NA
10627240,完整教材錄影,NA,NA,NA,NA,NA,NA
10627240,完整教材錄影,教材下載,完整投影片,相關規定,完整投影片,完整教材錄影,NA
10627240,完整教材錄影,教材下載,NA,NA,NA,NA,NA
10627240,教材下載,完整教材錄影,完整投影片,NA,NA,NA,NA
10627240,完整投影片,完整教材錄影,討論,NA,NA,NA,NA
10627240,討論,完整投影片,NA,NA,NA,NA,NA
10627241,完整投影片,NA,NA,NA,NA,NA,NA
10627241,完整投影片,NA,NA,NA,NA,NA,NA
10627242,重點整理,完整教材錄影,教材下載,NA,NA,NA,NA
10627242,教材下載,完整投影片,NA,NA,NA,NA,NA
10627242,完整投影片,完整教材錄影,完整投影片,NA,NA,NA,NA
10627242,完整投影片,完整教材錄影,完整投影片,NA,NA,NA,NA
10627242,完整投影片,NA,NA,NA,NA,NA,NA
10627242,完整投影片,NA,NA,NA,NA,NA,NA
10627242,完整投影片,相關規定,完整投影片,完整教材錄影,NA,NA,NA
10627242,完整教材錄影,NA,NA,NA,NA,NA,NA
10627242,完整教材錄影,NA,NA,NA,NA,NA,NA
10627242,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627243,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627243,完整教材錄影,NA,NA,NA,NA,NA,NA
10627244,測驗,NA,NA,NA,NA,NA,NA
10627244,測驗,教材下載,測驗,完整投影片,NA,NA,NA
10627244,完整投影片,教材下載,NA,NA,NA,NA,NA
10627244,教材下載,討論,完整教材錄影,完整投影片,NA,NA,NA
10627245,完整教材錄影,教材下載,NA,NA,NA,NA,NA
10627245,教材下載,完整教材錄影,NA,NA,NA,NA,NA
10627245,完整教材錄影,教材下載,完整教材錄影,教材下載,NA,NA,NA
10627245,教材下載,完整投影片,完整教材錄影,NA,NA,NA,NA
10627245,完整教材錄影,NA,NA,NA,NA,NA,NA
10627246,教材下載,相關規定,NA,NA,NA,NA,NA
10627246,完整教材錄影,完整投影片,完整教材錄影,NA,NA,NA,NA
10627246,完整教材錄影,教材下載,完整教材錄影,教材下載,NA,NA,NA
10627246,教材下載,完整教材錄影,重點整理,完整教材錄影,完整投影片,NA,NA
10627246,完整投影片,NA,NA,NA,NA,NA,NA
10627246,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627246,完整教材錄影,教材下載,完整教材錄影,測驗,完整教材錄影,NA,NA
10627247,完整投影片,NA,NA,NA,NA,NA,NA
10627247,完整投影片,NA,NA,NA,NA,NA,NA
10627247,完整教材錄影,測驗,NA,NA,NA,NA,NA
10627247,測驗,完整教材錄影,完整投影片,完整教材錄影,完整投影片,NA,NA
10627248,課程相關疑難釋疑含相關規定,完整教材錄影,完整投影片,教材下載,完整教材錄影,NA,NA
10627248,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10627248,完整投影片,教材下載,完整投影片,NA,NA,NA,NA
10627248,完整投影片,教材下載,完整教材錄影,完整投影片,完整教材錄影,教材下載,完整教材錄影
10627249,考古題,完整教材錄影,測驗,討論,NA,NA,NA
10627249,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627249,完整教材錄影,完整投影片,完整教材錄影,完整投影片,NA,NA,NA
10627249,完整投影片,NA,NA,NA,NA,NA,NA
10627249,完整投影片,NA,NA,NA,NA,NA,NA
10627249,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627250,討論,完整投影片,NA,NA,NA,NA,NA
10627250,完整投影片,測驗,重點整理,完整投影片,NA,NA,NA
10627250,完整投影片,完整教材錄影,NA,NA,NA,NA,NA
10627250,完整教材錄影,NA,NA,NA,NA,NA,NA
10627252,完整教材錄影,NA,NA,NA,NA,NA,NA
10627252,完整教材錄影,完整投影片,NA,NA,NA,NA,NA
10777008,完整投影片,討論,NA,NA,NA,NA,NA
